uri,doc,type,target
https://twitter.com/twitter/status/1275409854694330373,-*-*-*- Geen sprake van zonder Johan Derks is het programma niks waard. De enige die er uit moet zit vooraan de tafel die vieze smerige lafbek Wilfried Genee wat een smerig mannetje is dat nou het zal je collega maar zijn.zonder jou is het programma niks waard.,2. offensive,11. individual
https://twitter.com/twitter/status/17,❤️Zwarte piet❤️,0. appropriate,
https://twitter.com/twitter/status/0,"Regina Hoegee aww, wat zielig voor ze! Hoe gaan ze nou ooit nog over hun trauma heen kunnen komen? 😿",0. appropriate,
https://www.youtube.com/watch?v=gfuG6piSeiY,Nou... ik niet.,0. appropriate,
https://twitter.com/twitter/status/1272423226371694592,"-*-*-*- -*-*-*- -*-*-*- -*-*-*- Ga gvd eens werken joh profiteur ,in plaats van de zielige kleurling uit te hangen .kheb veel donkere maten die schamen zich voor jullie soort ,je moet gewoon optyfen hier als je zo vreselijk wordt behandelt.Maar blijf van zwarte piet af.",2. offensive,1. racism
https://www.youtube.com/watch?v=IwcbadtGonU,Ik ben echt coronamoe.,0. appropriate,
https://twitter.com/twitter/status/6,"Heerlijk die buitenlandse aandacht. Dit helpt echt. Tof. We moeten het hele jaar door om aandacht blijven vragen, want als het aan die klootzak van een rutte ligt, gebeurt er niks. Meneer sminkt elk jaar zijn rotkop zwart. Die klooijo",2. offensive,10. politics
https://archive.4plebs.org/pol/thread/235070943/#235097225,Zij is 1000% Joods. Ik ken haar broer.,0. appropriate,
https://www.youtube.com/watch?v=HKnV4E178rQ,"Trap er niet in ga maar op onderzoek uit op internet staat genoeg wat de mafia club van plan is. Agenda 2030 er zijn te veel mensen op de wereld en die moeten opgeruimd worden.
De waarheid is hard",0. appropriate,
https://www.youtube.com/watch?v=wmp_9cVoHfg,"Msm sukkeltje

Knut Wittkowski, BIO mathematicus lockdown zorgt voor MEER corona doden op termijn doordat de pandemie wordt uitgesmeerd -*-*-*-


Economical research institute vat een aanral onderzoeken samen, covid19 mortaliteit tussen 0.1 en 0.3 procent,  ligt binnen de ranch van een flinke griep, lockdown onnodig -*-*-*-


La couty, 40 keer meer besmettingen dus 0 1 moraliteit 

-*-*-*-


Stanford studie, covid 19 niet erger dan de griep -*-*-*-



Zweedse epidemioloog: In mei groepsimmuniteit

-*-*-*-

 -*-*-*-",2. offensive,11. individual
https://legacy.dumpert.nl/mediabase/7888545/5a013e62/vrijmibo_8216_los_in_de_kooi_8217_.html?thema=Fapvoer,"Holy moly, wat een heerlijke selectie.",0. appropriate,
https://legacy.dumpert.nl/mediabase/7912631/0afb269d/meisje_kan_goed_zuigen.html?thema=Fapvoer,Hoe kom je er op om zo te gaan dansen? Dan moet je wel heel vol van jezelf zijn..,2. offensive,11. individual
https://www.youtube.com/watch?v=l0JGiXACo3Y,Grappig liedje hoor groeten uit Nederland,0. appropriate,
https://www.youtube.com/watch?v=HKnV4E178rQ,-*-*-*- LeGrand  Ja maar jij zit in een risicogroep en bent erg ziekelijk. Toch?,0. appropriate,
https://www.geenstijl.nl//5153732/rondgang-halsema-duwt-knie-in-eigen-nek/,"De extreem linkse raad van Amstergrad gaat haar niet wegsturen, maar een debat kunnen ze niet voorkomen. Ik hoop dat Annabel Nanninga, en enkele andere leden van de raad Halsema tot op het bot gaan tergen en de elitaire neus op de feiten gaat drukken.
Wat een gênant incompetente en arrogante vrouw is dit toch. Dit niet zien aankomen terwijl de seinen op rood staan is al een blunder van formaat. Dan het niet optreden...... gelooft iemand als dit een andere demonstratie was, bv iets Forum-achtigs; dat het dan wel toegestaan was? NEEN! Wat als in september de eredivisie weer start en de harde kern van Ajax ( geloof dat het dan ook snel om 3000 man gaat) besluit hun. Lub te steunen door met zn allen naar het stadion te komen? Dat mag dan echt niet.
Wat een familie zeg:
Man is veroordeeld voor illegaal wapenbezit.
Zoon opgepakt met dat illegale wapen bij een inbraak.
Dame zelf lapt alle regels aan haar laars tav Corona, wat je er ook maar van mag vinden.",2. offensive,10. politics
https://www.youtube.com/watch?v=27UzWeeGFpo,Like als je voor de 250 k subs bent,0. appropriate,
https://twitter.com/twitter/status/1269035913650352140,-*-*-*- is een slet RT -*-*-*- RT -*-*-*- -*-*-*- is een slet RT -*-*-*- Who want more ? #nude #tits #borsten #hoeren #slet #sluts #girls #naked…,2. offensive,11. individual
https://twitter.com/twitter/status/1243295864099164160,"-*-*-*- Edje, er komt vuile rotte milieu vervuilende Co 2 en stikstof lucht uit je waffel.
Je ziet in deze crisis periode je dikke energie transitie winsten in gevaar komen. En in Baudet zie je het grote gevaar die tussen jou en het grote geld graaien instaat. -*-*-*-",2. offensive,10. politics
https://twitter.com/twitter/status/1261677835204415489,"""Het zijn ""mensen"" die ons land bewust naar de klote helpen""!!

#Moslims hebben hun eigen ""regels"" wat vrouwen, dieren, het sociaal zijn, verantwoordelijkheid, .... geldt maar 1 ding; die rotte #Allah. 
Die zo aanbeden ook word door die -*-*-*- Famke Halalsema usw usw... -*-*-*-",2. offensive,3. islamophobia
https://twitter.com/Juffrouw_B/status/1296200832912969729,"Geniaal. Ik vraag me opeens af waarom wij wel vinden dat we onze meningen goed moeten kunnen onderbouwen...? Zullen we voortaan ook gewoon zeggen: 'Dit vind ik nou eenmaal en nu gaan we wijn drinken, doei allemaal!'?",0. appropriate,
https://twitter.com/twitter/status/1253435683802243072,Weer laat ik zo’n domme kut troll met een God complex en een kleinerend toontje te dichtbij komen. Weer ga ik twijfelen aan mezelf door zo’n vuile hond. Ik haat het.,2. offensive,11. individual
https://www.youtube.com/watch?v=HKnV4E178rQ,"-*-*-*- tjonge jonge wat goedkoop, had je geen geld voor een apple?",0. appropriate,
https://www.youtube.com/watch?v=QFW9mJnHkcI,Dat Trump gaat winnen wist ik al lang. Ik volg al lange tijd de alternatieve in Amerika.,0. appropriate,
https://www.youtube.com/watch?v=ktFDN5cBFgw,"Mario: in Spanje op 30 PCR test 1 ""infectieuze"" die 14 dagen in quarantaine moet. De toename van +tests en gevonden 'brotes' (kleine groepjes geinfecteerden) is schrikbarend. Maar niemand doet iets.... Deskundigen (?) zwijgen. PCR is 'heilig'...",0. appropriate,
https://twitter.com/NarQieTweets/status/1276549451813969926,Vandaag heb ik nogal wat voorbij zien komen over de mensen die achter Viruswaanzin zitten. Er is voor mij geen aanleiding deze mensen te wantrouwen. De groep maakt mensen wakker en is tégen onze opsluiting. Waarom zou ik hen moeten wantrouwen? #ThinkLogical,0. appropriate,
https://archive.4plebs.org/pol/thread/271391453/#271403623,"Het verbaast mij dat ik mijn vingers uit de kut van je ma haal om hierop te gaan reageren, maar je hebt het voor elkaar.    Dan hebben een hoop nederlanders de vertaling fout, kk mongool",2. offensive,11. individual
https://archive.4plebs.org/pol/thread/149254588/#149289602,Is de Hollandse civilisatie iets meer dan Joods kapitalisme en rassenvermeningen? Want aangezien het niet meer dan dat is blijf ik liever een zuiderlijk barbaar.,1. inappropriate,
https://twitter.com/twitter/status/1241652594566725632,"-*-*-*- kut
godverdomme
klootzak
idioot
eikel
slet
flikker
hoer

just a few",1. inappropriate,
https://www.youtube.com/watch?v=wB4PK-Lbal8,❤️,0. appropriate,
https://www.youtube.com/watch?v=0jrTrEcctmk,HIER -*-*-*-,0. appropriate,
https://archive.4plebs.org/pol/thread/40924137/#40926438,Grieken zijn Turken en Turken zijn Grieken.,1. inappropriate,
https://archive.4plebs.org/pol/thread/61741811/#61742044,Ik ben Marokkaan en wat is dit?,0. appropriate,
https://twitter.com/orb1973/status/1117299901988208641,"Aan de ene kant wordt alles wat mannelijk is gedemoniseerd, maar aan de andere kant kijken de dames toe, als mannen zich echt misdragen. Ik herinner mij een gruwelijke zaak van vergaande incest waarbij een klootzak zijn eigen dochter zwanger maakte en de brutaliteit had",2. offensive,7. sexism
https://twitter.com/hamishduked/status/1160215219295137793,oef dat mag niet eens dat is dan de taak van het filiaal shit man is het wel gelukt??,0. appropriate,
https://www.youtube.com/watch?v=pa0dOmycbR8,"Hahaha, da's een goeie!",0. appropriate,
https://legacy.dumpert.nl/mediabase/7851621/8a8bc0cd/de_billen_van_famke_louise.html?thema=Fapvoer,"Het is een lekker wijf, maar zingen kan ze gewoon echt niet.",2. offensive,7. sexism
https://www.youtube.com/watch?v=pa0dOmycbR8,😂,2. offensive,10. politics
https://archive.4plebs.org/pol/thread/116790394/#116791561,dit zijn de mensen waar mee ik mijn bord deel,0. appropriate,
https://www.youtube.com/watch?v=HKnV4E178rQ,Pure Tillerij we staan erbij en kijken erna......,0. appropriate,
https://twitter.com/twitter/status/1269906216995692544,"-*-*-*- -*-*-*- -*-*-*- Weetje: wist u, dat de negers elkaar uitmaken voor zwarten? U mag volgens uw overtuiging het woord ""neger"" vervangen door het woord van uw keuze: negroïde Afrikaan, zwarte, donker gepigmenteerde, autochtone Afrikaan, of iets van eigen keuze. Ik heb ook dat recht.",0. appropriate,
https://www.youtube.com/watch?v=wmp_9cVoHfg,"-*-*-*- houd liever de hand boven het hoofd van die massamoordenaars en pedofielen.
Jou gezonde verstand is ver te zoeken.!!!",2. offensive,12. other
https://www.youtube.com/watch?v=IwcbadtGonU,Mijn dorpje is corona vrij🤩,0. appropriate,
https://legacy.dumpert.nl/mediabase/7962265/d3254481/mooie_dame.html?thema=Fapvoer,Duur in onderhoud.,0. appropriate,
https://www.youtube.com/watch?v=fLZ_0jcbEtQ,Jensen de oudere  versie van (altijd herres),0. appropriate,
https://twitter.com/twitter/status/3,Burgemeester je bent niet goed in je hoofd! Je had duidelijk moeten maken dat er bij de intocht met kinderen NIET geprotesteerd wordt!!,2. offensive,10. politics
https://www.geenstijl.nl//5152839/italie-toch-nog-steeds-heel-boos-op-nederland/,"En ik ben heel boos op Italië.
Dat wou ik ze nog even laten weten.",0. appropriate,
https://archive.4plebs.org/pol/thread/69903292/#69914914,"21,5 cm",0. appropriate,
https://archive.4plebs.org/pol/thread/116207854/#116212297,Ik draai er gerust nog eentje,0. appropriate,
https://twitter.com/twitter/status/1235494572517724160,Kansloos besluit van gemeente om vuurwerk te verbieden. Gaat overlast echt niet minder van worden. #kut #gemeente #nijmegen. Wordt tijd dat bruls en dit zooitje snel weg zijn voordat de hele stad naar de klote gaat!!!,1. inappropriate,
https://archive.4plebs.org/pol/thread/66548627/#66554703,Slimmer als,0. appropriate,
https://www.youtube.com/watch?v=QFW9mJnHkcI,"3e keuze is er niet !!! Mark of the beest of sterf !!!  Er is geen 3e keuze !!!

-*-*-*-",1. inappropriate,
https://www.youtube.com/watch?v=fLZ_0jcbEtQ,Waar was je gister ?? :P,0. appropriate,
https://www.youtube.com/watch?v=ktFDN5cBFgw,"Ze moeten naast de vraag ook twee eisen stellen, leg het uit in 1 zin zodat een 12 jarige het kan begrijpen.",0. appropriate,
https://www.youtube.com/watch?v=wmp_9cVoHfg,Laat mensen deze maar zien. -*-*-*-,0. appropriate,
https://twitter.com/twitter/status/203,Wat geweldig👍👍👍👍,0. appropriate,
https://www.youtube.com/watch?v=Kpe35dER5zQ,Wel een mooi nummer,0. appropriate,
https://www.youtube.com/watch?v=J3uFAScIlLY,bij ons in gent is er niets  van corona kom allemaal naar gent de cafes zijn top vol,0. appropriate,
https://archive.4plebs.org/pol/thread/116171573/#116182982,ze schrijft alsof ze een betoog van 1000 woorden moet schrijven en op 950 zit.,0. appropriate,
https://legacy.dumpert.nl/mediabase/7952945/419d596e/nu_echt_tijd_voor_fapvoer._maandag_of_niet.html?thema=Fapvoer,Tja zelfs het tabblad ervan is weggehaald. Nog even en het hele NSFW is van dumpert verdwenen.,0. appropriate,
https://www.youtube.com/watch?v=QFW9mJnHkcI,Stemmen kan hier ook niet meer eerlijk. Kijk maar naar het CDA laatst🤮🤮,2. offensive,10. politics
https://archive.4plebs.org/pol/thread/206723667/#206729083,Joh. Inderdaad klasse dat je er voor gegaan bent. Het zegt wel veel wat hun reactie was. Op die manier zal Nationalisme namelijk altijd iets zijn voor outsiders. De Jood speelt dit uitermate slim.,1. inappropriate,
https://twitter.com/JK2876/status/1293609599791181829,"Hoe denk je dat jij bij Open VLD terechtgekomen bent ? Simpel duif. Men had een bruin wicht nodig die een beetje Nederlands kon om zo stellen binnen te halen bij de nieuwe Belgen. Bent u echt zo dom? Ik denk dat u pro-islamisering bent, dat blijkt wel uit tweets uit het verleden",2. offensive,7. sexism
https://twitter.com/twitter/status/1258756619745333248,-*-*-*- Wil die geile slet echt een keer neuken en dan het liefst ergens buiten eerst in haar mond en dan mijn lul in die geile kut,2. offensive,11. individual
https://www.youtube.com/watch?v=nxWvmtPh2dE,"-*-*-*- Wereld Jouw behoefes (kritiekloos volgen), kan ook in de nieuwe staat van Stephen van Wijk, lol... Wel te rusten...",0. appropriate,
https://www.youtube.com/watch?v=hZu7mYScj_s,"Laat die spoedwet maar komen. Misschien worden de schapen dan toch wakker en gaat de bevolking in opstand. 
Oprotten met deze regering. Covid-19 is een HOAX...",2. offensive,10. politics
https://twitter.com/19P78/status/1296111481658978304,Aiii ik dacht echt dat iemand (een dame) mijn leeftijd had. Ze is 28.....,0. appropriate,
https://www.youtube.com/watch?v=Kpe35dER5zQ,dit nummer moet op spotify komen!,0. appropriate,
https://www.youtube.com/watch?v=wmp_9cVoHfg,ohh hans alweer 20 doden .😂😂😂😂😂😂,1. inappropriate,
https://archive.4plebs.org/pol/thread/257832446/#257841988,"Haha je hebt op /x/ gezeten, sukkel. Ik zat op /fa/ en /mu/ en nu heb ik een eetstoornis door /fa/ maar het is best ok, ik blijf gespierd. Uiteindelijk is jezelf voor de trein gooien wel grappig maar blijven leven is ook wel grappig. Anyway misschien moeten we stoppen met stoer doen omdat we allebei denken dat meisjes kijken want dat is best Joods.",1. inappropriate,
https://archive.4plebs.org/pol/thread/207075823/#207081243,je overschat tokkies  tokkies hebben twee politieke interesses: marokkanen en uitkering,2. offensive,10. politics
https://legacy.dumpert.nl/mediabase/7855211/07bd852e/mag_ik_deze_hier_even_droppen_.html?thema=Fapvoer,Welkom in de Samsung familie!,0. appropriate,
https://archive.4plebs.org/pol/thread/107649032/#107675862,"Mussert, en eigenlijk de gehele NSB, waren echt trieste mongolen",2. offensive,10. politics
https://www.youtube.com/watch?v=pa0dOmycbR8,OPLICHTERS! BEWIJS eens eerst dat COVID-19 geïsoleerd is. DE PCR TEST DEUGT NIET EENS! Het hele kabinet en de criminele duivelse elite moeten opdonderen! PURE PROPAGANDA / INDOCTRINATIE JULLIE MSM!,2. offensive,10. politics
https://twitter.com/superjan/status/1291668231174922242,Wat bedoel je met ACAB? cc -*-*-*-,0. appropriate,
https://archive.4plebs.org/pol/thread/66430650/#66453395,"De kaaskoppen hier worden als economische vluchtelingen gezien, jullie kinderen worden al vanaf de kleuterklas gepest en bij buurtfeesten worden jullie niet eens verwittigd terwijl Bishal de kleine Nepalees wel e pintje zit te zuipen met ons",2. offensive,2. migrants
https://twitter.com/twitter/status/1272843068748767232,"-*-*-*- #d66 en de #kansparels pfffff. Pak dat tuig aan, al dat gepamper bah",2. offensive,12. other
https://archive.4plebs.org/pol/thread/77364440/#77386565,"Vriend, dit land is al eeuwenlang Christenen, jij bent de degenerende Atheist.",2. offensive,11. individual
https://www.youtube.com/watch?v=WISrHC9Go54,Daarom zit ik lekker in Kroatië de groeten 😉,0. appropriate,
https://archive.4plebs.org/pol/thread/210923963/#210924798,"Julle fokken bruin bliksem etters moet van die gesig van die aarde verwyder word, julle is Satan hier op aarde geplaas om ons te verwoes, en jul rasse is vuil van buite, en van binne.    Mag God julle die hardste straf.",2. offensive,1. racism
https://www.youtube.com/watch?v=pa0dOmycbR8,"Je mag dus niet met meer dan 6 mensen in je huis zitten maar het hele terras zit vol, scholen met 200+ leerlingen, sportscholen mogen open blijven? Explain someone",0. appropriate,
https://twitter.com/twitter/status/1263535855483998210,"Nederland, ga je kapot schamen.

Sukkels 
Domme hufters
Aso’s
Idioten 
Patsers
Slechte ouders
Klootzakken

Krijg maar lekker de tering

Of tyfus

Of, en dat is meer waarschijnlijk, 

Covid19

#coronavirus
#Nederland 
#drukte
#Hemelvaartsdag 
#lockdownnow -*-*-*-",1. inappropriate,
https://www.youtube.com/watch?v=l0JGiXACo3Y,Dit liedje is goed MAAR het is 1en een halve meter dus jullie hebben het fout,0. appropriate,
https://twitter.com/twitter/status/1267743148433907715,"Als je al maanden binnen zit en 1x per week de deur uit gaat voor boodschappen en je ziet dan Halsema schijt aan je hebben, dan ben je pas trots op je burgemeester.
Ook toen dat stoplicht op de dam voor lul aan bleef met een rij rokende auto's en nul voetgangers. #hypocriet #trut",2. offensive,10. politics
https://legacy.dumpert.nl/mediabase/7762867/fe1fa75f/vrijmibo.html?thema=Fapvoer,Ik heb al 2 keer een fantastische vrijmibo ingestuurd maar ik heb hem nog steeds niet voorbij zien komen beetje jammer,0. appropriate,
https://www.youtube.com/watch?v=OFqKnlLHm5k,"Groen links maken de stad en dit land kapot, vreselijk die linkse zakkenvullers, te walgelijk!",2. offensive,10. politics
https://www.youtube.com/watch?v=HKnV4E178rQ,-*-*-*- LucLoL - ik hoef ook niks meer te bereiken. heb het prima voor elkaar al zeg ik het zelf.,0. appropriate,
https://www.youtube.com/watch?v=e8zzgU534iA,"Hey Jensen, zou je de volgende aflevering kunnen reageren op het deel van het debat van Grapperhaus waar Baudet spreekt.",0. appropriate,
https://twitter.com/twitter/status/3,Klootzak is ook een Nederlands woord. Maar is dat heel fatsoenlijk om te gebruiken?,0. appropriate,
https://twitter.com/twitter/status/9,"Bel Cramer wat wil je hier bereiken, behalve ruzie maken?",0. appropriate,
https://www.youtube.com/watch?v=YFf_ITsqcI8,Leuke uitzending weer Robert👍,0. appropriate,
https://archive.4plebs.org/pol/thread/69903292/#69908235,"Misschien komt het jou goed uit met je portemonee, maar voor andere nederlanders word het wel duurder.",0. appropriate,
https://www.youtube.com/watch?v=pa0dOmycbR8,"Wanneer AMC amsterdam zelf in hun dagblad publiceert dat de IC's leegzijn, wanneer overal op te zoeken en te weerleggen valt wat onze beroepsleugenaars zeggen. En dan NOG blijven doorliegen. Kankerengnekken.",2. offensive,9. media
https://twitter.com/twitter/status/1213956293175762945,"-*-*-*- -*-*-*- 👹Moordzuchtige imbecielen. De islam verwerpt de wetenschap, anders had dat tuig wel geweten dat homofilie is aangeboren. Lees de knobbel van Swaab!",2. offensive,3. islamophobia
https://www.youtube.com/watch?v=wB4PK-Lbal8,Mooie vent die Robert 🤙,0. appropriate,
https://twitter.com/Shadymzw/status/1289724345397284864,niet zo janken man joost. wees is een echte vent.,2. offensive,11. individual
https://archive.4plebs.org/pol/thread/145236431/#145248245,Afrikaans praat? Julle land is'n Moslem-liefdevolle hoer.,2. offensive,3. islamophobia
https://www.youtube.com/watch?v=wB4PK-Lbal8&t=1s,Lange frans gelooft nog in complottheorieën eerste video die ik zie 😂 in deze lijst meest slechte combo ever ma he lekker bezif,2. offensive,11. individual
https://twitter.com/twitter/status/3,Er gaat een foto rond met Glennis samen met een zwartepiet,0. appropriate,
https://twitter.com/twitter/status/1163919578327670785,"Walgelijk volk die twee smerige verraders.
Walgelijk programma dat Eenvandaag.
Walgelijke MSM. -*-*-*-",2. offensive,9. media
https://twitter.com/twitter/status/0,"Ruud Rijneveld , 3 mtr toch?",0. appropriate,
https://twitter.com/twitter/status/1252699107564675072,"-*-*-*- -*-*-*- -*-*-*- Dit zijn twee verzen uit de koran. Ik heb die teksten niet verzonnen, randdebiel.
Het monster, koppensneller, massamoordenaar, slavenhouder, roverhoofdman, kinderverkrachter mohammed heeft die van de duivel allah ingefluisterd gekregen. -*-*-*-",2. offensive,3. islamophobia
https://archive.4plebs.org/pol/thread/271391453/#271417860,"""wat betekent dat 'samen solidair' gedoe überhaupt?""",0. appropriate,
https://twitter.com/twitter/status/1,"Johan Oelen Klopt, dat hebben ze ook al aangegeven dat ze over zouden gaan tot acties..., het is al begonnen hoor.... nu is het aan ons of we dit allemaal goedvinden en laten gebeuren ? Er is al een groep genaamd kick out kerstmis...., pasen wordt voorjaarsfeest....kerstfeest wordt winterfeest..., de kerstman maakt de Lidl al feestman van...., enz... Dit moet gewoon gestopt worden, ze draaien helemaal door.",1. inappropriate,
https://www.youtube.com/watch?v=pa0dOmycbR8,die communiste halsema gaat steeds meer slissen!!!!!,2. offensive,10. politics
https://archive.4plebs.org/pol/thread/150967111/#150985216,"Hou je kanker bek, jesus hoe kunnen nederlanders die hier komen nog niet gepest zijn totdat ze eindelijk hun bek dicht houden. Je stelt niks voor mongooltje. Waarom ga je niet naar het FvD waar je onder naamfags en normies basis lessen krijgt over alles van dit. Dit is nieteens de top van de intellectuele piramide. Nauwelijks de derde trap. En zelfs hier hoor je niet in thuis.    En nee bert, je mag geen hitler worden. Dit is ook een van de problemen, al deze ongekwalificeerde mongooltjes die denken omdat ze een algemeen ongenoegen met de nederlandse maatschappij hebben, dat ze een woord mogen geven...er zijn talloze nederlanders, en nog miljoenen meer amerikanen die je voor zijn. Kijk buiten deze draad om.    Plaatjes zoals dit zijn nu al 2 jaar oud? De andere rassen leer (wat de basis is) is nu 5 jaar oud op de chan? Waarom lurk je niet wat meer, of maak jezelf gewoon van kant lol.",2. offensive,11. individual
https://twitter.com/twitter/status/15,Houdoe actiegroep pro zwarte Piet. Respectloos en ondoordacht oordelen stelt jezelf op hetzelfde niveau als KOZP en aanverwanten,2. offensive,8. ideology
https://twitter.com/Sanderflorian2/status/1287437101189849088,Keek net even vluchtig op z’n profiel maar het is wel echte de expert die de staat graag aanhaalt. Wat heeft die vent een muur vol lofzangen over mondkapjes.,0. appropriate,
https://archive.4plebs.org/pol/thread/90770885/#90773745,fuck wat een triest verhaal ook weer,1. inappropriate,
https://twitter.com/twitter/status/1250311074882056192,DAT VARKEN DEZE SCHOFT WAT EN VRESELIJKE ROTKOP HIJ HEEFT DIT CORONA AFGEDAAN ALS EEN GRIEPJE  DUS HIJ HEEFT DE MEESTE SCHULD EN GEEFT NU ANDERE DE SCHULD WAT EE  SMERIGE STOMME ROTKOP FLIKKER TOCH OP DOM VARKEN,2. offensive,11. individual
https://www.youtube.com/watch?v=IOKHAXgkMSk,Het is bijna dagelijks noodzakelijk de spin te counteren. Of in beter Algemeen Beschaafd Nederlands; het is bijna dagelijks nodig de eenzijdige berichtgeving te voorzien van berichtgeving uit een andere invalshoek.,2. offensive,9. media
https://twitter.com/MrDarkley/status/1146772374748094464,“What a man is about” wordt met andere woorden sterk geassocieerd met het al dan niet vervullen van zijn taak als autoritaire figuur in het huishouden. “Help me out” komt in de vorm van geld of al helemaal niet.,0. appropriate,
https://www.youtube.com/watch?v=pa0dOmycbR8,"We worden NU gegijzeld in ons huis en in ons land, op naar het straatverbod !! Nou mensen..........wakker zijn jullie al !",2. offensive,10. politics
https://archive.4plebs.org/pol/thread/116983818/#116987010,Fuck they know about the memes. Will they develop their own memes?,0. appropriate,
https://twitter.com/telegraaf/status/1287810845351739392,"De dag nadat hij met Juventus de Italiaanse titel veroverde, verscheen op het Instagram-account van Matthijs de Ligt een filmpje, waarin hij naast zijn hond, in zijn ochtendjas, ’Kampioenen, olé olé’ zingt. -*-*-*- …",0. appropriate,
https://legacy.dumpert.nl/mediabase/7925701/e1462c5b/hoi_dumpert.html?thema=Fapvoer,Het account Goldilocks (zonder ie) is pas aangemaakt na het posten van deze video..,0. appropriate,
https://archive.4plebs.org/pol/thread/114534662/#114543478,Klaver is naar mijn mening de grootste zak kak in de Nederlandse politiek. Zwaar irritant dat alle studentikoze kutjes op die vent stemmen. Menselijk afval.,2. offensive,10. politics
https://archive.4plebs.org/pol/thread/131539218/#131546790,"Amsterdam, helaas. Het grootste deel van mijn familie is jaren geleden verhuisd naar buiten de stad.  Het gaat niet eens om de vrouwtjes wel of niet kunnen aanhaken met m'n klootaas, het is meer dat ik nog nooit een goede heb gezien die dat waard is. Piksletterij heb ik geen zin an.  Maar inderdaad, m'n eerste prioriteit is de stad uit en lekker ver weg gaan wonen. Zaandijk staat op de planning, maar binnen tien jaar wil ik meer richting Den Helder wonen.  Dan kom ik vanzelf wel vrouwen tegen die niet kapot gekankerd zijn door de UvA en hun liberale yuppenkutten.",2. offensive,7. sexism
https://www.youtube.com/watch?v=ktFDN5cBFgw,"Super Hugo.
Noodwet koning paraaf eronder.
NWO here we Go.
Pokerface pokerface pok..",0. appropriate,
https://archive.4plebs.org/pol/thread/55717645/#55722577,oost vlaanderen,0. appropriate,
https://www.youtube.com/watch?v=l0JGiXACo3Y,geniaal bravo!!!,0. appropriate,
https://www.geenstijl.nl//5152917/lieve-stadsvideo-mocro-s-spugen-naar-homo-s/,"Ze dachten dat ze veiliger waren in Nederland. Nou, ik heb nieuws voor u. Nederland doet zich alleen voor als zijnde veilig. Het aanpakken van zulke imbecielen is hier namelijk geen prioriteit. Sterker nog, we halen zelfs nog meer van zulke imbecielen naar Nederland. LOL.",2. offensive,12. other
https://archive.4plebs.org/pol/thread/104584347/#104584973,Oké dan kloothommel. Jij taalkundig superieur onderkruipsel.,2. offensive,11. individual
https://www.youtube.com/watch?v=wB4PK-Lbal8,"Van het eerste tot laatste woord weet ik dat het waar is. Tja, delen met je vrienden, uh, je bedoelt met de paar die me nog niet als vuil gedumpt hebben omdat ik eigen onderzoek doe en mijn mening zeg? Of die ik uit de weg ga omdat ik bang ben dat ze mij in gevaar brengen vanwege mijn denkvermogen? En dan overleven in een regio in Ned. waar zelf denken uitgeschakeld is. Eenzaam en alleen verbonden met internet. Wat jullie bespreken over W. Engel, die heel veel goede dingen zegt, maar inderdaad, ook h.e.e.a. uit de weg gaat, is dat de reden dat ik op viruswaanzin-fb geen post geplaatst krijg met simpel vraagje over de aangifte door W. Raatgever opgesteld?",0. appropriate,
https://www.youtube.com/watch?v=HKnV4E178rQ,"-*-*-*- McWimberton Maar het WHO zei toch dat je lichaam hier geen antistoffen tegen maakt, en dat groeps immuniteit geen zin had.",0. appropriate,
https://twitter.com/twitter/status/1230948601871917057,"-*-*-*- -*-*-*- -*-*-*- Er gaat idd wel een beerput open met dat FDF. Omvolking, holocaustvergelijking, grapjes over moordaanslag in Duitsland, dreigen met geweld. Tuig van de richel.",2. offensive,10. politics
https://twitter.com/lepublicenemee/status/1275116448365580288,Haha ja toch ze zijn niet zo scherp meer de gele hestjes als ze t al s waren haha..Ik wordt te cynisch en sarcastisch voor die shiiiit,1. inappropriate,
https://www.youtube.com/watch?v=BNu2jysOdZM,Hou toch eens op met die Hoax.,2. offensive,5. religion
https://archive.4plebs.org/pol/thread/116975801/#116983155,"Oh mooi, 17+ is wel mijn doelgroep!    Voor volk en vaderland jongens!",1. inappropriate,
https://www.youtube.com/watch?v=HKnV4E178rQ,Zo grappig dit hoe geloven mensen dit nog steeds,0. appropriate,
https://twitter.com/twitter/status/1215294270002946049,"Hoezo we zijn te gast in ons eigen land..opzouten met dat kutprogramma, metéén!!!
Waar halen jullie GVD het gore, smerige en brutale LEF vandaan die vraag alleen al uit jullie stinkende ongepoetste BEK te krijgen?!
Jullie moeten je diep, DIEP schamen! Anti-volluk!! -*-*-*-",2. offensive,9. media
https://archive.4plebs.org/pol/thread/164856607/#164858117,Dom. Je kan zeggen over Spanjaarden wat je wil maar mensen hier weten (over het algemeen) in ieder geval dat de overheid niet te vertrouwen is.,1. inappropriate,
